model,model_class,training,suite,split,topic,image_mode,n,accuracy,fusion_full_minus_best_single,trust_flag
qwen3.5-9b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,mismatch_mcq_easy,full,421,0.5131,,
qwen3.5-9b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,mismatch_mcq_hard,full,421,0.3943,,
qwen3.5-9b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,road_surface,full,303,0.8548,,blind_heavy
qwen3.5-9b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,road_type,full,421,0.5297,,
qwen3.5-9b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,transit_density,full,421,0.3135,,
qwen3.5-9b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,urban_density,full,421,0.3895,,blind_heavy
qwen3.5-9b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,amenity_richness,blind,421,0.2114,,
qwen3.5-9b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,building_height,blind,190,0.4579,,
qwen3.5-9b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,camera_direction,blind,421,0.2613,,
qwen3.5-9b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,green_space,blind,203,0.6158,,LABEL_LEAK
qwen3.5-9b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,junction_type,blind,334,0.4162,,
qwen3.5-9b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,land_use,blind,421,0.3872,,
qwen3.5-9b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,mismatch_binary_easy,blind,421,0.4513,,
qwen3.5-9b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,mismatch_binary_hard,blind,421,0.5439,,
qwen3.5-9b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,mismatch_mcq_easy,blind,421,0.2708,,
qwen3.5-9b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,mismatch_mcq_hard,blind,421,0.2423,,
qwen3.5-9b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,road_surface,blind,303,0.5281,,blind_heavy
qwen3.5-9b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,road_type,blind,421,0.399,,
qwen3.5-9b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,transit_density,blind,421,0.2637,,
qwen3.5-9b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,urban_density,blind,421,0.4988,,blind_heavy
qwen3.5-9b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,camera_direction,sat_only,421,0.2565,,
qwen3.5-9b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,mismatch_binary_easy,sat_only,421,0.4751,,
qwen3.5-9b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,mismatch_binary_hard,sat_only,421,0.5511,,
qwen3.5-9b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,mismatch_mcq_easy,sat_only,421,0.2352,,
qwen3.5-9b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,mismatch_mcq_hard,sat_only,421,0.2114,,
qwen3.5-9b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,mismatch_binary_easy,sv_only,421,0.5416,,
qwen3.5-9b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,mismatch_binary_hard,sv_only,421,0.4489,,
qwen3.5-9b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,mismatch_mcq_easy,sv_only,421,0.2328,,
qwen3.5-9b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,mismatch_mcq_hard,sv_only,421,0.2162,,
gemma-4-12b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,OVERALL_9urban,blind,3135,0.2456,,
gemma-4-12b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,OVERALL_9urban,full,3135,0.5085,,
gemma-4-12b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,OVERALL_8urban_noleak,blind,2932,0.2098,,
gemma-4-12b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,OVERALL_8urban_noleak,full,2932,0.5031,,
qwen2.5-vl-7b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,OVERALL_9urban,blind,3135,0.4038,,
qwen2.5-vl-7b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,OVERALL_9urban,full,3135,0.5161,,
qwen2.5-vl-7b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,OVERALL_8urban_noleak,blind,2932,0.3772,,
qwen2.5-vl-7b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,OVERALL_8urban_noleak,full,2932,0.4952,,
qwen3.5-4b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,OVERALL_9urban,blind,3135,0.4166,,
qwen3.5-4b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,OVERALL_9urban,full,3135,0.4992,,
qwen3.5-4b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,OVERALL_8urban_noleak,blind,2932,0.4083,,
qwen3.5-4b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,OVERALL_8urban_noleak,full,2932,0.5051,,
qwen3.5-9b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,OVERALL_9urban,blind,3135,0.3994,,
qwen3.5-9b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,OVERALL_9urban,full,3135,0.4861,,
qwen3.5-9b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,OVERALL_8urban_noleak,blind,2932,0.3844,,
qwen3.5-9b-awq,zeroshot,none (AWQ raw),benchmark_modes_remote(BlockA),benchmark,OVERALL_8urban_noleak,full,2932,0.4942,,
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,amenity_richness,blind,421,0.2162,,
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,building_height,blind,190,0.4737,,
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,camera_direction,blind,421,0.2613,,
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,green_space,blind,203,0.6995,,LABEL_LEAK
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,junction_type,blind,334,0.4132,,
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,land_use,blind,421,0.3919,,
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,mismatch_binary_easy,blind,421,0.4608,,
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,mismatch_binary_hard,blind,421,0.5487,,
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,mismatch_mcq_easy,blind,421,0.2423,,
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,mismatch_mcq_hard,blind,421,0.2423,,
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,road_surface,blind,303,0.8449,,blind_heavy
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,road_type,blind,421,0.3729,,
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,transit_density,blind,421,0.2613,,
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,urban_density,blind,421,0.4941,,blind_heavy
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,OVERALL_all,blind,5240,0.4,,
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,camera_direction,sat_only,421,0.2423,,
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,mismatch_binary_easy,sat_only,421,0.4727,,
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,mismatch_binary_hard,sat_only,421,0.5772,,
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,mismatch_mcq_easy,sat_only,421,0.2375,,
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,mismatch_mcq_hard,sat_only,421,0.2067,,
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,OVERALL_all,sat_only,2105,0.3473,,sat_only/sv_only overall NOT cross-comparable
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,mismatch_binary_easy,sv_only,421,0.5534,,
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,mismatch_binary_hard,sv_only,421,0.4537,,
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,mismatch_mcq_easy,sv_only,421,0.228,,
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,mismatch_mcq_hard,sv_only,421,0.2138,,
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,OVERALL_all,sv_only,1684,0.3622,,sat_only/sv_only overall NOT cross-comparable
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,amenity_richness,full,421,0.361,,
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,building_height,full,190,0.5737,,
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,camera_direction,full,421,0.2328,,
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,green_space,full,203,0.4187,,LABEL_LEAK
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,junction_type,full,334,0.5569,,
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,land_use,full,421,0.5297,,
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,mismatch_binary_easy,full,421,0.8361,,
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,mismatch_binary_hard,full,421,0.7268,,
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,mismatch_mcq_easy,full,421,0.4679,,
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,mismatch_mcq_hard,full,421,0.3682,,
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,road_surface,full,303,0.8845,,blind_heavy
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,road_type,full,421,0.5487,,
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,transit_density,full,421,0.3135,,
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,urban_density,full,421,0.3753,,blind_heavy
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,OVERALL_all,full,5240,0.5061,,
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,OVERALL_9urban,blind,3135,0.4329,,
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,OVERALL_9urban,full,3135,0.4925,,
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,OVERALL_8urban_noleak,blind,2932,0.4144,,
Qwen3.5-9B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,OVERALL_8urban_noleak,full,2932,0.4976,,
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,amenity_richness,blind,421,0.2399,,
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,building_height,blind,190,0.3316,,
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,camera_direction,blind,421,0.0594,,
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,green_space,blind,203,0.7635,,LABEL_LEAK
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,junction_type,blind,334,0.0749,,
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,land_use,blind,421,0.1805,,
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,mismatch_binary_easy,blind,421,0.4656,,
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,mismatch_binary_hard,blind,421,0.5582,,
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,mismatch_mcq_easy,blind,421,0.0048,,
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,mismatch_mcq_hard,blind,421,0.0071,,
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,road_surface,blind,303,0.2541,,blind_heavy
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,road_type,blind,421,0.1496,,
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,transit_density,blind,421,0.2684,,
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,urban_density,blind,421,0.228,,blind_heavy
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,OVERALL_all,blind,5240,0.2347,,
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,camera_direction,sat_only,421,0.2209,,
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,mismatch_binary_easy,sat_only,421,0.4394,,
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,mismatch_binary_hard,sat_only,421,0.5439,,
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,mismatch_mcq_easy,sat_only,421,0.228,,
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,mismatch_mcq_hard,sat_only,421,0.2518,,
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,OVERALL_all,sat_only,2105,0.3368,,sat_only/sv_only overall NOT cross-comparable
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,mismatch_binary_easy,sv_only,421,0.5202,,
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,mismatch_binary_hard,sv_only,421,0.4703,,
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,mismatch_mcq_easy,sv_only,421,0.2708,,
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,mismatch_mcq_hard,sv_only,421,0.2375,,
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,OVERALL_all,sv_only,1684,0.3747,,sat_only/sv_only overall NOT cross-comparable
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,amenity_richness,full,421,0.3634,,
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,building_height,full,190,0.6105,,
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,camera_direction,full,421,0.247,,
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,green_space,full,203,0.5813,,LABEL_LEAK
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,junction_type,full,334,0.6617,,
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,land_use,full,421,0.4703,,
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,mismatch_binary_easy,full,421,0.8029,,
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,mismatch_binary_hard,full,421,0.6318,,
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,mismatch_mcq_easy,full,421,0.4323,,
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,mismatch_mcq_hard,full,421,0.3468,,
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,road_surface,full,303,0.7822,,blind_heavy
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,road_type,full,421,0.6437,,
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,transit_density,full,421,0.2803,,
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,urban_density,full,421,0.3753,,blind_heavy
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,OVERALL_all,full,5240,0.5011,,
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,OVERALL_9urban,blind,3135,0.2453,,
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,OVERALL_9urban,full,3135,0.5072,,
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,OVERALL_8urban_noleak,blind,2932,0.2094,,
Gemma-4-12B-thinkoff,zeroshot,"none (AWQ raw, think OFF)",benchmark_modes_thinkoff,benchmark,OVERALL_8urban_noleak,full,2932,0.502,,
