model,model_class,training,suite,split,topic,image_mode,n,accuracy,fusion_full_minus_best_single,trust_flag
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,OVERALL_8urban_noleak,sat_only,2932,0.6716,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,OVERALL_8urban_noleak,sv_only,2932,0.6743,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,OVERALL_8urban_noleak,full,2932,0.7026,0.0283,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,amenity_richness,blind,8831,0.2612,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,amenity_richness,sat_only,8831,0.4871,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,amenity_richness,sv_only,8092,0.5413,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,amenity_richness,full,8831,0.5399,-0.0014,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,building_height,blind,8831,0.4044,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,building_height,sat_only,8831,0.5515,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,building_height,sv_only,8092,0.5919,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,building_height,full,8831,0.5882,-0.0037,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,camera_direction,blind,8831,0.2544,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,camera_direction,sat_only,8831,0.2382,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,camera_direction,full,8831,0.4465,0.2084,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,green_space,blind,8831,1.0,,LABEL_LEAK
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,green_space,sat_only,8831,0.9866,,LABEL_LEAK
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,green_space,sv_only,8092,0.9911,,LABEL_LEAK
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,green_space,full,8831,0.9598,-0.0312,LABEL_LEAK
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,junction_type,blind,8831,0.6886,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,junction_type,sat_only,8831,0.7195,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,junction_type,sv_only,8092,0.7137,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,junction_type,full,8831,0.735,0.0155,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,land_use,blind,8831,0.659,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,land_use,sat_only,8831,0.682,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,land_use,sv_only,8092,0.6928,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,land_use,full,8831,0.6915,-0.0014,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,mismatch_binary_easy,blind,8831,0.5047,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,mismatch_binary_easy,sat_only,8831,0.4885,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,mismatch_binary_easy,sv_only,8092,0.4953,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,mismatch_binary_easy,full,8831,0.9662,0.4709,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,mismatch_binary_hard,blind,8831,0.5047,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,mismatch_binary_hard,sat_only,8831,0.502,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,mismatch_binary_hard,sv_only,8092,0.4966,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,mismatch_binary_hard,full,8831,0.8782,0.3762,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,mismatch_mcq_easy,blind,8831,0.2395,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,mismatch_mcq_easy,sat_only,8831,0.2422,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,mismatch_mcq_easy,sv_only,8092,0.2192,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,mismatch_mcq_easy,full,8831,0.9499,0.7077,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,mismatch_mcq_hard,blind,8831,0.2476,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,mismatch_mcq_hard,sat_only,8831,0.2422,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,mismatch_mcq_hard,sv_only,8092,0.2503,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,mismatch_mcq_hard,full,8831,0.8268,0.5765,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,road_surface,blind,8831,0.9883,,blind_heavy
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,road_surface,sat_only,8831,0.972,,blind_heavy
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,road_surface,sv_only,8092,0.9813,,blind_heavy
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,road_surface,full,8831,0.9813,0.0,blind_heavy
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,road_type,blind,8831,0.6576,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,road_type,sat_only,8831,0.7009,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,road_type,sv_only,8092,0.7199,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,road_type,full,8831,0.6996,-0.0203,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,transit_density,blind,8831,0.272,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,transit_density,sat_only,8831,0.4425,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,transit_density,sv_only,8092,0.429,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,transit_density,full,8831,0.452,0.0095,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,urban_density,blind,8831,0.7009,,blind_heavy
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,urban_density,sat_only,8831,0.6644,,blind_heavy
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,urban_density,sv_only,8092,0.6685,,blind_heavy
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,urban_density,full,8831,0.6996,0.0311,blind_heavy
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,OVERALL_all,blind,8831,0.486,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,OVERALL_all,sat_only,8831,0.5237,,sat_only/sv_only overall NOT cross-comparable (topic coverage differs)
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,OVERALL_all,sv_only,8092,0.557,,sat_only/sv_only overall NOT cross-comparable (topic coverage differs)
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,OVERALL_all,full,8831,0.7314,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,OVERALL_9urban,blind,5136,0.5837,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,OVERALL_9urban,sat_only,5136,0.654,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,OVERALL_9urban,sv_only,5136,0.6673,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,OVERALL_9urban,full,5136,0.6723,0.005,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,OVERALL_8urban_noleak,blind,4912,0.5647,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,OVERALL_8urban_noleak,sat_only,4912,0.6388,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,OVERALL_8urban_noleak,sv_only,4912,0.6525,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,seen_unseen_val,OVERALL_8urban_noleak,full,4912,0.6592,0.0067,
